,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste,country_of_bean_origin_latitude,country_of_bean_origin_longitude
96,572,AMMA,Brazil,2010,Brazil,"Monte Alegre, 3 diff. plantations",50.0,3.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,very sweet,bright red,banana,,-10.8104515,-52.973118
97,572,AMMA,Brazil,2010,Brazil,"Monte Alegre, 3 diff. plantations",75.0,3.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,fatty,nutty,coffee,-10.8104515,-52.973118
98,572,AMMA,Brazil,2010,Brazil,"Monte Alegre, 3 diff. plantations",85.0,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,red berry,bitter,,-10.8104515,-52.973118
99,1065,AMMA,Brazil,2013,Brazil,Catongo,75.0,3.25,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grainy,sweet,poor aftertaste,,-10.8104515,-52.973118
100,1259,Anahata,U.S.A,2014,Dominican Republic,Elvesia,75.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chalky,mild fruit,burnt,,19.019825,-70.792854
101,1852,Animas,U.S.A,2016,Bolivia,Alto Beni,75.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,light roast,caramel,cocoa,,-16.713055,-64.66665
102,1375,Ara,France,2014,Madagascar,Madagascar,75.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,fruity,short,,-19.272394,46.698433
103,1379,Ara,France,2014,Venezuela,Trincheras,75.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,mild spice,mild earthy,,7.6653886,-66.14542
104,1379,Ara,France,2014,Ecuador,Equateur,75.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,bitter,floral,leather,,-1.4215289,-78.87104
105,1379,Ara,France,2014,Mexico,Chiapas,72.0,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,earthy,sour milk,leather,,23.909094,-102.6334
106,1598,Arete,U.S.A,2015,Nicaragua,Chuno,70.0,4.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,sticky,peanut butter,,12.903773,-84.92182
107,1534,Arete,U.S.A,2015,Ecuador,"Puerto Quito, heirloom",70.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,cocoa,,,-1.4215289,-78.87104
108,1598,Arete,U.S.A,2015,Belize,Maya Mountain,70.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,strawberry,metallic,,17.225292,-88.66974
109,1534,Arete,U.S.A,2015,Brazil,Fazenda Camboa,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,rich,rum,roasty,-10.8104515,-52.973118
110,1534,Arete,U.S.A,2015,Peru,Nacional,68.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,nutty,rich cocoa,,-9.803302,-75.22187
111,1598,Arete,U.S.A,2015,Dominican Republic,Oko Caribe,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,brownie,nutty,,19.019825,-70.792854
112,1602,Arete,U.S.A,2015,Ecuador,Camino Verde,75.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,floral,bourbon,,-1.4215289,-78.87104
113,1602,Arete,U.S.A,2015,Guatemala,Guatemala,70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strawberry,butterscotch,off,,15.670566,-90.348656
114,1602,Arete,U.S.A,2015,Brazil,Fazenda Camboa,75.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,chemical off,,,-10.8104515,-52.973118
115,1908,Arete,U.S.A,2016,Costa Rica,"Coto Brus, Terciopelo",70.0,4.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,balanced,cherry,choco,,9.884992,-84.227234
116,1924,Arete,U.S.A,2016,Peru,Phantom,70.0,4.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,complex,balanced,,-9.803302,-75.22187
117,1724,Arete,U.S.A,2016,United Republic of Tanzania,Kokoa Kamili,70.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,appealing smoke,woody,,,-6.306897,34.853928
118,1904,Arete,U.S.A,2016,Nicaragua,Rugoso,70.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,muddy,rich cocoa,raspberry,,12.903773,-84.92182
119,1928,Arete,U.S.A,2016,Dominican Republic,Elvesia,70.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dark berry,chocolatey,,,19.019825,-70.792854
120,1724,Arete,U.S.A,2016,Trinidad and Tobago,San Juan,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,delicate,simple,,,10.68574,-61.164062
121,1900,Arete,U.S.A,2016,Vietnam,Tien Giang,73.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cashew,roasty,chunky melt,,16.94043,106.81643
122,1904,Arete,U.S.A,2016,Guatemala,Lachua,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,subtle,mysterious,,,15.670566,-90.348656
123,1908,Arete,U.S.A,2016,Honduras,"La Masica, FHIA",70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,green,,,14.975033,-86.26477
124,1904,Arete,U.S.A,2016,Ecuador,Hacienda Victoria,70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,floral,roasty,,-1.4215289,-78.87104
125,1904,Arete,U.S.A,2016,Ecuador,Costa Esmeraldas,70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chewy,mild floral,,,-1.4215289,-78.87104
126,1928,Arete,U.S.A,2016,Fiji,Matasawalevu,70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smoke,hammy,cocoa base,,-18.167,178.45
127,1928,Arete,U.S.A,2016,Vietnam,Lam Dong,73.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,earthy,nutty,cardboard,,16.94043,106.81643
128,2024,Arete,U.S.A,2017,Bolivia,Beniano,70.0,4.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,bright fruit,,,-16.713055,-64.66665
129,2028,Arete,U.S.A,2017,Haiti,Pisa,70.0,4.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,long lasting,cocoa,,,19.073242,-72.24128
130,2020,Arete,U.S.A,2017,India,Anamalai,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,slight roasty,basic cocoa,,,23.406012,79.45809
131,2020,Arete,U.S.A,2017,Madagascar,Sambirano Valley,70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sour fruit,,,,-19.272394,46.698433
132,2020,Arete,U.S.A,2017,Vietnam,Ben Tre,73.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich cocoa,mild roasty,,,16.94043,106.81643
133,2028,Arete,U.S.A,2017,Peru,Ucayali,70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dried fruit,fig,anise,,-9.803302,-75.22187
134,2254,Arete,U.S.A,2018,Colombia,Tumaco,70.0,4.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smooth,nutty,cocoa,,3.9976072,-73.27797
135,2068,Arete,U.S.A,2018,Trinidad and Tobago,Ramnath E.,70.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nuts,dried fruit,short,,10.68574,-61.164062
136,2330,Arete,U.S.A,2019,India,Jangareddygudem,70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,herbs,mushroom,acidic,,23.406012,79.45809
137,2450,Arete,U.S.A,2019,India,Idukki,70.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,burn butterscotch,rubbery,,,23.406012,79.45809
138,2162,Argencove,Nicaragua,2018,Nicaragua,Mombacho,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smooth,vegetal,,,12.903773,-84.92182
139,2162,Argencove,Nicaragua,2018,Nicaragua,Cocibolca,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,rich cocoa,,,12.903773,-84.92182
140,2162,Argencove,Nicaragua,2018,Nicaragua,Masaya,70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,melon,late hammy,,,12.903773,-84.92182
141,2166,Argencove,Nicaragua,2018,Nicaragua,Apoyo,70.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cocoa,earthy,hammy,,12.903773,-84.92182
142,300,Artisan du Chocolat,U.k.,2008,Republic of the Congo,Congo,72.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,minty,vegetal,,-0.228021,15.827659
143,363,Artisan du Chocolat,U.k.,2009,Dominican Republic,Dominican Republic,72.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spice,cocoa,short,,19.019825,-70.792854
144,363,Artisan du Chocolat,U.k.,2009,Madagascar,Madagascar,80.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sl. bitter,cherry,rich,,-19.272394,46.698433
145,363,Artisan du Chocolat,U.k.,2009,Peru,Peru,75.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicey,mild metallic,,,-9.803302,-75.22187
146,355,Artisan du Chocolat,U.k.,2009,Indonesia,Java,72.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,very smokey,sour,,-0.789275,113.921327
147,355,Artisan du Chocolat,U.k.,2009,Venezuela,"Ocumare, Venezuela",75.0,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,nutty,burnt,sour,7.6653886,-66.14542
148,363,Artisan du Chocolat,U.k.,2009,Brazil,Brazil Rio Doce,72.0,1.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cocoa,dominate off note,,,-10.8104515,-52.973118
149,531,Artisan du Chocolat,U.k.,2010,Jamaica,Jamaica,72.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grassy,black licorice,mint,,18.143444,-77.34655
150,600,Artisan du Chocolat,U.k.,2010,Indonesia,Bali,72.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,black pepper and banana,,,,-0.789275,113.921327
151,600,Artisan du Chocolat,U.k.,2010,Costa Rica,Costa Rica,72.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chewy,grassy,nutty,,9.884992,-84.227234
152,600,Artisan du Chocolat,U.k.,2010,Vietnam,Ba Ria Vung Tau Province,72.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,unrefined,distinct spicey,,,16.94043,106.81643
153,729,Artisan du Chocolat,U.k.,2011,Haiti,Haiti,72.0,4.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nuts,butterscotch,brownie,,19.073242,-72.24128
154,745,Artisan du Chocolat,U.k.,2011,Panama,Panama,72.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,blackpepper,chemical,rubber,,8.704735,-80.268175
155,947,Artisan du Chocolat,U.k.,2012,Colombia,"Colombia, Casa Luker",72.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,marshmallow,roasty,nutty,,3.9976072,-73.27797
156,1193,Artisan du Chocolat,U.k.,2013,Trinidad and Tobago,"Trinidad, Heritage, Limited ed.",72.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,nutty,,,10.68574,-61.164062
157,1181,Artisan du Chocolat (Casa Luker),U.k.,2013,Colombia,"Orinoqua Region, Arauca",72.0,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,marshmallow,off,,3.9976072,-73.27797
158,175,Askinosie,U.S.A,2007,Ecuador,San Jose del Tambo,70.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smooth,astringent,cocoa,,-1.4215289,-78.87104
159,141,Askinosie,U.S.A,2007,Mexico,Xoconusco,75.0,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,leather,black licorice,off,,23.909094,-102.6334
160,331,Askinosie,U.S.A,2009,Philippines,Davao,77.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strawberries,mild tart,roasty,,11.112666,122.509476
161,647,Askinosie,U.S.A,2011,United Republic of Tanzania,"Tenende, Uwate",72.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,woody,cocoa,,-6.306897,34.853928
162,661,Askinosie,U.S.A,2011,Honduras,Cortes,70.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grapes,woody,roasty,,14.975033,-86.26477
163,1780,Askinosie,U.S.A,2016,United Republic of Tanzania,Mababa,68.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,rich,blueberry,,-6.306897,34.853928
164,2434,Atypic,Australia,2019,Solomon Islands,Solomon Islands,70.0,3.0,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,off aroma,vegetal,honey,sandy,-9.548113,160.0193
165,2056,Auro,Philippines,2018,Philippines,"Saloy E., 2016",70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,long,bright fruit,sweet,sour,11.112666,122.509476
166,2056,Auro,Philippines,2018,Philippines,"Paquibao E., 2016",70.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,waxy,dried fruit,,,11.112666,122.509476
167,2056,Auro,Philippines,2018,Philippines,South Cotabato,70.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,roasty,nutty,,11.112666,122.509476
168,2056,Auro,Philippines,2018,Philippines,Davao,77.0,2.75,4,have_bean,have_not_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,vanilla,,,11.112666,122.509476
169,995,Bahen & Co.,Australia,2012,Madagascar,Sambirano,70.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,unrefined,flat,grassy,,-19.272394,46.698433
170,999,Bahen & Co.,Australia,2012,Brazil,Bahia,70.0,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chalky,intense,chemical,,-10.8104515,-52.973118
171,1474,Bahen & Co.,Australia,2015,Papua New Guinea,Papua New Guinea,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smoke,ham,papaya,,-6.39563,146.10957
172,2146,Baiani,Brazil,2018,Brazil,"Bahia, Vale Potumujo",70.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,bland,sugary,large grits,,-10.8104515,-52.973118
173,1454,Bakau,Peru,2015,Peru,"Huallabamba, 2015",70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,black pepper,cardamom,,,-9.803302,-75.22187
174,1454,Bakau,Peru,2015,Peru,"Bambamarca, 2015",70.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,molasses,caramel,pungent,,-9.803302,-75.22187
175,2294,Bankston,U.S.A,2019,United Republic of Tanzania,Kokoa Kamili,72.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,base cocoa,mild fruit,roasty,,-6.306897,34.853928
176,2294,Bankston,U.S.A,2019,Uganda,Uganda,82.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,bitter,fatty,mild fruit,,1.277328,32.389984
177,2290,Bankston,U.S.A,2019,Belize,Belize,72.0,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,fatty,sour,off,17.225292,-88.66974
178,983,Bar Au Chocolat,U.S.A,2012,Madagascar,Sambirano,70.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,raspberry,mild sour,,,-19.272394,46.698433
179,983,Bar Au Chocolat,U.S.A,2012,Mexico,Chiapas,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,molasses,toffee,coffee grounds,,23.909094,-102.6334
180,983,Bar Au Chocolat,U.S.A,2012,Dominican Republic,Duarte Province,70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,complex,black pepper,coffee,,19.019825,-70.792854
181,1295,Bar Au Chocolat,U.S.A,2014,Peru,Maranon Canyon,70.0,4.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,rounded,orange,,-9.803302,-75.22187
182,1554,Bar Au Chocolat,U.S.A,2015,Brazil,Bahia,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,smokey,dried fruit,,-10.8104515,-52.973118
183,1980,Bar Au Chocolat,U.S.A,2017,Costa Rica,"Turrialba, Cartago P.",72.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,slightly dry,cocoa,berry,,9.884992,-84.227234
184,1980,Bar Au Chocolat,U.S.A,2017,Trinidad and Tobago,Montserrat Hills,80.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,tangy,alcohol,,10.68574,-61.164062
185,955,Baravelli's,Wales,2012,Costa Rica,single estate,80.0,2.75,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,floral,vanilla,,9.884992,-84.227234
186,1868,Batch,U.S.A,2016,Brazil,Brazil,70.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strawberry,candy flavor,,,-10.8104515,-52.973118
187,1840,Batch,U.S.A,2016,Dominican Republic,"Dominican Republic, Batch 3",65.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,sweet,fudgey,,19.019825,-70.792854
188,1880,Batch,U.S.A,2016,Ecuador,Ecuador,65.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,floral,sweet,,-1.4215289,-78.87104
189,2374,Bean,U.k.,2019,Peru,Peru,70.0,2.25,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strong vanilla,off notes,,,-9.803302,-75.22187
190,1948,Beau Cacao,U.k.,2017,Malaysia,"Serian E., NW Borneo, b. #134/3800",72.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smokey,woody,tobacco,,4.210484,101.41
191,1948,Beau Cacao,U.k.,2017,Malaysia,"Asajaya E, NW Borneo, b. #132/4500",73.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,caramel,spice,earthy,,4.210484,101.41
192,1784,Beehive,U.S.A,2016,Brazil,"Brazil, Batch 20316",80.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,bitter,dry,,-10.8104515,-52.973118
193,1784,Beehive,U.S.A,2016,Dominican Republic,"Dominican Republic, Batch 31616",70.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,sweet,molasses,,19.019825,-70.792854
194,1784,Beehive,U.S.A,2016,Ecuador,"Ecuador, Batch 31516",70.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,floral,black pepper,,-1.4215289,-78.87104
